tier,score,platform,restaurantName,sourceUrl,flags,nextAction,restaurantId
green,17,anota_ai,Tapioca Dourada,https://pedido.anota.ai/loja/tapioca-dourada-shopping-partage-1?f=msa,,fast_visual_review_then_import,5c79d325-9fe6-41ff-acce-20823de01937
green,17,anota_ai,Tchê Costelaria,https://pedido.anota.ai/loja/tche-costela-e-vinhos?f=msa,,fast_visual_review_then_import,07925905-2691-4f71-b3a2-dc8fa614a2f0
green,17,anota_ai,Terraço da Liberdade (Panquecaria da Liberdade),https://pedido.anota.ai/loja/terrao-da-liberdade,,fast_visual_review_then_import,da7496f3-50f8-4bdb-8c9f-e146ea91eb91
green,17,anota_ai,The House Food,https://pedido.anota.ai/loja/the-house-pizzaria-1?f=msa,,fast_visual_review_then_import,b180a38e-c067-482a-acbe-db0c177e01ef
green,17,anota_ai,The Woods Restô Bar,https://pedido.anota.ai/loja/the-woods-rb?f=msa,,fast_visual_review_then_import,3a679d0f-256e-489d-aa62-d985f36a121b
green,17,anota_ai,Ulin Lanches,https://pedido.anota.ai/loja/ulin-lanches?f=msa,,fast_visual_review_then_import,df756b30-aa88-44a9-8696-849af835b933
green,17,anota_ai,Varanda Pizzaria,https://pedido.anota.ai/loja/varanda-pizzaria-cg?f=msa,,fast_visual_review_then_import,8cd09e66-60a7-4b90-ac63-97b3b21f2c3b
green,17,anota_ai,Villa Pizza,https://pedido.anota.ai/loja/villa-pizza-delivery?f=msa,,fast_visual_review_then_import,dc94c164-d2d1-463f-8b60-8474d35ae1cc
green,18,anota_ai,Bebelu Sanduíches Centro,https://app.anota.ai/Bebelucg,,fast_visual_review_then_import,624a1b1d-80ea-4c9c-a5ed-a1cb81702e16
green,18,anota_ai,Laluca Doceria,https://pedido.anota.ai/loja/laluca-doceria?f=msa,,fast_visual_review_then_import,d7888d9e-574b-4bb0-a2c9-0e3a33c79b2b
green,18,anota_ai,Ôxente coxinha,https://pedido.anota.ai/loja/oxente-coxinha?f=msa,,fast_visual_review_then_import,cf74a254-e6c6-4643-95d1-5a7c04c74c40
