status;name;type;address;rating;reviews;place_id;google_maps_url;query;area;ll;reason
accepted;Bar e Restaurante Solânense;Restaurante;R. Sólon de Lucena, 364 - Centro, Cabedelo - PB, 58100-570;4.6;77;ChIJr1gT2-chrQcRL1coXnrt0YE;https://www.google.com/maps/place/?q=place_id:ChIJr1gT2-chrQcRL1coXnrt0YE;restaurantes Cabedelo PB;Centro Cabedelo;@-6.9748,-34.8373,15z;food_scope
accepted;Sorveteria Frutos de Goiás - Cabedelo;Sorveteria;R. Sólon de Lucena, 30B - Centro, Cabedelo - PB, 58100-570;4.9;40;ChIJpR3-bsYhrQcRFzba--9mhwU;https://www.google.com/maps/place/?q=place_id:ChIJpR3-bsYhrQcRFzba--9mhwU;restaurantes Cabedelo PB;Centro Cabedelo;@-6.9748,-34.8373,15z;food_scope
accepted;Caldeirão Nordestino - Caldinho e Nhoques Cabedelo;Barraca de comida;Areia Dourada, Cabedelo - PB, 58101-212;4.8;31;ChIJKa4SjtDfrAcRbfre1lQqXmM;https://www.google.com/maps/place/?q=place_id:ChIJKa4SjtDfrAcRbfre1lQqXmM;restaurantes Cabedelo PB;Centro Cabedelo;@-6.9748,-34.8373,15z;food_scope
accepted;Restaurante Ondas;Restaurante brasileiro;Av. Cassiano da Cunha Nóbrega - Santa Catarina, Cabedelo - PB, 58100-432;4.3;164;ChIJfajxP2kgrQcR4aWJ3AdHjqw;https://www.google.com/maps/place/?q=place_id:ChIJfajxP2kgrQcR4aWJ3AdHjqw;restaurantes Cabedelo PB;Centro Cabedelo;@-6.9748,-34.8373,15z;food_scope
accepted;Center Pizza Cabedelo;Pizzaria;R. Duque de Caxias, 189 - Centro, Cabedelo - PB, 58310-000;5;18;ChIJUeGTJwAhrQcRnfODfBzcelE;https://www.google.com/maps/place/?q=place_id:ChIJUeGTJwAhrQcRnfODfBzcelE;pizzaria Cabedelo PB;Centro Cabedelo;@-6.9748,-34.8373,15z;food_scope
accepted;Pizza do Paulinho;Pizzaria;Av. Monsenhor José da Silva Coutinho, 113 - Vila Sao Joao, Cabedelo - PB, 58103-332;5;11;ChIJTUFjldDfrAcRXmp9tl8_VOc;https://www.google.com/maps/place/?q=place_id:ChIJTUFjldDfrAcRXmp9tl8_VOc;pizzaria Cabedelo PB;Centro Cabedelo;@-6.9748,-34.8373,15z;food_scope
accepted;Pizzaria tá no ponto;Pizzaria;R. Ten. Antônio Pontes, 236 - Vila Sao Joao, Cabedelo - PB, 58100-645;5;1;ChIJP3oicAAhrQcRy3DljLN5ZTw;https://www.google.com/maps/place/?q=place_id:ChIJP3oicAAhrQcRy3DljLN5ZTw;pizzaria Cabedelo PB;Centro Cabedelo;@-6.9748,-34.8373,15z;food_scope
accepted;Pizzaria 1000Graus;Pizzaria;R. Duque de Caxias, 60 - Centro, Cabedelo - PB, 58100-000;5;1;ChIJz9Yh3hohrQcRX3d8g-9Pd6w;https://www.google.com/maps/place/?q=place_id:ChIJz9Yh3hohrQcRX3d8g-9Pd6w;pizzaria Cabedelo PB;Centro Cabedelo;@-6.9748,-34.8373,15z;food_scope
accepted;Deu Pizza Cabedelo;Pizzaria;Praça Getúlio Vargas, 95 - Vila Sao Joao, Cabedelo - PB, 58100-261;;;ChIJVeZJGAAhrQcRfL-dAtZyAcY;https://www.google.com/maps/place/?q=place_id:ChIJVeZJGAAhrQcRfL-dAtZyAcY;pizzaria Cabedelo PB;Centro Cabedelo;@-6.9748,-34.8373,15z;food_scope
accepted;Pizza Now - Intermares;Delivery de Pizza;Av. Oceano Atlântico, 1592 - Lj 14 - Ponta de Campina, Cabedelo - PB, 58101-650;4.5;200;ChIJC3rzCDHdrAcRGYF3vwcOan8;https://www.google.com/maps/place/?q=place_id:ChIJC3rzCDHdrAcRGYF3vwcOan8;pizzaria Cabedelo PB;Centro Cabedelo;@-6.9748,-34.8373,15z;food_scope
accepted;La casa de pastel e La Pizza Premium;Pizzaria;Rua por trás do Campo Municipal, R. Primo José Viana, 463 - Centro, Cabedelo - PB, 58100-521;4.1;261;ChIJYSxGk8ghrQcRk9Nz0uySHBE;https://www.google.com/maps/place/?q=place_id:ChIJYSxGk8ghrQcRk9Nz0uySHBE;pizzaria Cabedelo PB;Centro Cabedelo;@-6.9748,-34.8373,15z;food_scope
accepted;Ilovepizzapb;Pizzaria;R. Duque de Caxias - Centro, Cabedelo - PB, 58100-263;;;ChIJ2dkU5NAhrQcRMvAetr3sxYA;https://www.google.com/maps/place/?q=place_id:ChIJ2dkU5NAhrQcRMvAetr3sxYA;pizzaria Cabedelo PB;Centro Cabedelo;@-6.9748,-34.8373,15z;food_scope
accepted;Pizzaria Bom Sabor Camboinha;Pizzaria;R. Prof. João Lelis de Luna Freire, 288 - Jardim Camboinha, Cabedelo - PB, 58310-000;4.1;54;ChIJ23LpoCvfrAcRK0glALWQRYA;https://www.google.com/maps/place/?q=place_id:ChIJ23LpoCvfrAcRK0glALWQRYA;pizzaria Cabedelo PB;Centro Cabedelo;@-6.9748,-34.8373,15z;food_scope
accepted;Hora Da Pizza;Pizzaria;R. Arco Íris, 113 - Lot. Oceania VI, Cabedelo - PB, 58105-514;5;13;ChIJd8aACALfrAcR-y1kMx11Rs8;https://www.google.com/maps/place/?q=place_id:ChIJd8aACALfrAcR-y1kMx11Rs8;pizzaria Cabedelo PB;Centro Cabedelo;@-6.9748,-34.8373,15z;food_scope
accepted;Restaurante e pizzaria chapa quente;Pizzaria;R. Nova Descoberta, 70 - Centro, Cabedelo - PB, 58100-592;4.7;26;ChIJVTniUTohrQcRFlrnzZq339A;https://www.google.com/maps/place/?q=place_id:ChIJVTniUTohrQcRFlrnzZq339A;pizzaria Cabedelo PB;Centro Cabedelo;@-6.9748,-34.8373,15z;food_scope
accepted;Pizza Família Cipriano;Pizzaria;R. Golfo Danzig, 56 - Intermares, Cabedelo - PB, 58102-133;5;13;ChIJBw8J2x3frAcR-t64wKV4XEg;https://www.google.com/maps/place/?q=place_id:ChIJBw8J2x3frAcR-t64wKV4XEg;pizzaria Cabedelo PB;Centro Cabedelo;@-6.9748,-34.8373,15z;food_scope
accepted;Casa Di Mainha;Pizzaria;R. Prof. João Lelis de Luna Freire - Jardim Jerico, Cabedelo - PB, 58310-000;5;16;ChIJI_QFwtzfrAcR4PpGSlWFXfE;https://www.google.com/maps/place/?q=place_id:ChIJI_QFwtzfrAcR4PpGSlWFXfE;pizzaria Cabedelo PB;Centro Cabedelo;@-6.9748,-34.8373,15z;food_scope
duplicate_in_run;Skama Bar e Restaurante;Restaurante;Av. Cassiano da Cunha Nóbrega, 18 - Ponta de Matos, Cabedelo - PB, 58100-965;4.2;397;ChIJl-GtFGkgrQcROqBgkhHbHuA;https://www.google.com/maps/place/?q=place_id:ChIJl-GtFGkgrQcROqBgkhHbHuA;pizzaria Cabedelo PB;Centro Cabedelo;@-6.9748,-34.8373,15z;duplicate_in_run
accepted;Lary's pizzaria e lanchonete;Pizzaria;R. Antônia Fernandes Oliveira, 810 - Jardim Camboinha, Cabedelo - PB, 58103-706;4.3;88;ChIJ1zlHHqffrAcRvEgStdnRDMs;https://www.google.com/maps/place/?q=place_id:ChIJ1zlHHqffrAcRvEgStdnRDMs;pizzaria Cabedelo PB;Centro Cabedelo;@-6.9748,-34.8373,15z;food_scope
accepted;Pizzaria Bom Sabor;Pizzaria;R. Jair Cunha Cavalcanti, 248 - Lot. Oceania, Cabedelo - PB, 58105-700;4;134;ChIJJwFhsjXfrAcR5WUPKUu6Li8;https://www.google.com/maps/place/?q=place_id:ChIJJwFhsjXfrAcR5WUPKUu6Li8;pizzaria Cabedelo PB;Centro Cabedelo;@-6.9748,-34.8373,15z;food_scope
accepted;Pizzaria Jacaré;Pizzaria;R. Arco Íris, 250 - Lot. Oceania VI, Cabedelo - PB, 58310-000;4.5;59;ChIJLSlV8DrerAcRdEpwqq-GS2Y;https://www.google.com/maps/place/?q=place_id:ChIJLSlV8DrerAcRdEpwqq-GS2Y;pizzaria Cabedelo PB;Centro Cabedelo;@-6.9748,-34.8373,15z;food_scope
accepted;Mega Pizza;Pizzaria;Av. Mar Vermelho, 357 - Intermares, Cabedelo - PB, 58310-000;4;506;ChIJP6gJ7w3erAcRPbZmhVXL0gQ;https://www.google.com/maps/place/?q=place_id:ChIJP6gJ7w3erAcRPbZmhVXL0gQ;pizzaria Cabedelo PB;Centro Cabedelo;@-6.9748,-34.8373,15z;food_scope
accepted;PARCEIRO Rosa Lanches;Lanchonete;R. Ten. Antônio Pontes, 139 - Ponta de Matos, Cabedelo - PB, 58100-645;4.5;120;ChIJKfbziSchrQcRUM5eTvB19FU;https://www.google.com/maps/place/?q=place_id:ChIJKfbziSchrQcRUM5eTvB19FU;pizzaria Cabedelo PB;Centro Cabedelo;@-6.9748,-34.8373,15z;food_scope
accepted;Eu Quero Pizza;Pizzaria;R. da Enseada - Ponta de Campina, Cabedelo - PB, 58310-000;3.8;24;ChIJB0sqZgLfrAcR9yKy7cQwfhQ;https://www.google.com/maps/place/?q=place_id:ChIJB0sqZgLfrAcR9yKy7cQwfhQ;pizzaria Cabedelo PB;Centro Cabedelo;@-6.9748,-34.8373,15z;food_scope
accepted;Na brasa hambúrgueria;Lanchonete;Av. Pastor José Alves de Oliveira, 511 - Centro, Cabedelo - PB, 58100-222;4.5;15;ChIJS0Cl_7khrQcRXHqZzABLeRg;https://www.google.com/maps/place/?q=place_id:ChIJS0Cl_7khrQcRXHqZzABLeRg;hamburgueria Cabedelo PB;Centro Cabedelo;@-6.9748,-34.8373,15z;food_scope
accepted;Home Smash Burger;Hamburgueria;R. Sólon de Lucena, 19 - Vila Sao Joao, Cabedelo - PB, 58100-570;4.4;48;ChIJv390eRbfrAcRXHxRKIdKrf0;https://www.google.com/maps/place/?q=place_id:ChIJv390eRbfrAcRXHxRKIdKrf0;hamburgueria Cabedelo PB;Centro Cabedelo;@-6.9748,-34.8373,15z;food_scope
accepted;Manguinhos Burguer;Hamburgueria;R. Débora Borges Xavier, 29 - Vila Sao Joao, Cabedelo - PB, 58103-405;5;1;ChIJ7714LT_frAcROZGgCaHyb1A;https://www.google.com/maps/place/?q=place_id:ChIJ7714LT_frAcROZGgCaHyb1A;hamburgueria Cabedelo PB;Centro Cabedelo;@-6.9748,-34.8373,15z;food_scope
accepted;DAWN BURGUER;Hamburgueria;R. Augusto Firmo Paulo, 51 - Vila Sao Joao, Cabedelo - PB, 58101-015;4.2;45;ChIJadfjewAhrQcRf8d09KL-Gi4;https://www.google.com/maps/place/?q=place_id:ChIJadfjewAhrQcRf8d09KL-Gi4;hamburgueria Cabedelo PB;Centro Cabedelo;@-6.9748,-34.8373,15z;food_scope
accepted;Oxi Burguer Cabedelo;Hamburgueria;R. Maria das Neves Silva - Ponta de Campina, Cabedelo - PB, 58101-660;5;31;ChIJ-3vOhY7frAcRyc0HXHjB-zo;https://www.google.com/maps/place/?q=place_id:ChIJ-3vOhY7frAcRyc0HXHjB-zo;hamburgueria Cabedelo PB;Centro Cabedelo;@-6.9748,-34.8373,15z;food_scope
accepted;I love burguer;Hamburgueria;Praça Getúlio Vargas, 107 - Vila Sao Joao, Cabedelo - PB, 58100-305;4.1;18;ChIJ2_aBWAAhrQcRP7iv8wg49-U;https://www.google.com/maps/place/?q=place_id:ChIJ2_aBWAAhrQcRP7iv8wg49-U;hamburgueria Cabedelo PB;Centro Cabedelo;@-6.9748,-34.8373,15z;food_scope
accepted;Manos Burger Cabedelo;Hamburgueria;Praça Getúlio Vargas - Ponta de Matos, Cabedelo - PB, 58059-122;5;7;ChIJX_ZmHcRRrAcRcqKoGYEPLM8;https://www.google.com/maps/place/?q=place_id:ChIJX_ZmHcRRrAcRcqKoGYEPLM8;hamburgueria Cabedelo PB;Centro Cabedelo;@-6.9748,-34.8373,15z;food_scope
accepted;Zhu Burguer;Hamburgueria;Rua em frente à Cardiologica, R. Antônio Dornelas Bezerra - Centro, Cabedelo - PB, 58100-675;5;1;ChIJ5whKCqchrQcRuFEtnQwYLRE;https://www.google.com/maps/place/?q=place_id:ChIJ5whKCqchrQcRuFEtnQwYLRE;hamburgueria Cabedelo PB;Centro Cabedelo;@-6.9748,-34.8373,15z;food_scope
accepted;BIG BURGUER;Hamburgueria;R. Duque de Caxias - Vila Sao Joao, Cabedelo - PB, 58310-000;;;ChIJfVu7eQAhrQcRpNglRRyxBpk;https://www.google.com/maps/place/?q=place_id:ChIJfVu7eQAhrQcRpNglRRyxBpk;hamburgueria Cabedelo PB;Centro Cabedelo;@-6.9748,-34.8373,15z;food_scope
accepted;Triniity Burguer;Hamburgueria;Vila dos Estivadores, 73 - Centro, Cabedelo - PB, 58310-000;;;ChIJOTDzdQAhrQcRpoIFPhX8-F4;https://www.google.com/maps/place/?q=place_id:ChIJOTDzdQAhrQcRpoIFPhX8-F4;hamburgueria Cabedelo PB;Centro Cabedelo;@-6.9748,-34.8373,15z;food_scope
accepted;Big Jack comida de rua com INSPIRAÇÃO texana;Restaurante;Av. Mar Vermelho, QUADRA 12 - LOTE 01 - Intermares, Cabedelo - PB, 58102-120;4.8;353;ChIJCTY1v6rfrAcRD3ZYZu4I32E;https://www.google.com/maps/place/?q=place_id:ChIJCTY1v6rfrAcRD3ZYZu4I32E;hamburgueria Cabedelo PB;Centro Cabedelo;@-6.9748,-34.8373,15z;food_scope
rejected;Comida Caseira da Elly;Restaurante;Mercado Público de Cabedelo, BOX 138, Centro, Cabedelo - PB, 58100-140;5;19;ChIJBfEE9CwhrQcR2xtfopCJ34w;https://www.google.com/maps/place/?q=place_id:ChIJBfEE9CwhrQcR2xtfopCJ34w;hamburgueria Cabedelo PB;Centro Cabedelo;@-6.9748,-34.8373,15z;excluded_category_or_name
accepted;D'gust Lanchonete;Hamburgueria;R. Benedito Soares da Silva, 76 - Vila Sao Joao, Cabedelo - PB, 58310-000;5;2;ChIJfRXKQQAhrQcRJlUtVsFl2Nw;https://www.google.com/maps/place/?q=place_id:ChIJfRXKQQAhrQcRJlUtVsFl2Nw;hamburgueria Cabedelo PB;Centro Cabedelo;@-6.9748,-34.8373,15z;food_scope
duplicate_in_run;PARCEIRO Rosa Lanches;Lanchonete;R. Ten. Antônio Pontes, 139 - Ponta de Matos, Cabedelo - PB, 58100-645;4.5;120;ChIJKfbziSchrQcRUM5eTvB19FU;https://www.google.com/maps/place/?q=place_id:ChIJKfbziSchrQcRUM5eTvB19FU;hamburgueria Cabedelo PB;Centro Cabedelo;@-6.9748,-34.8373,15z;duplicate_in_run
accepted;TCF - The Cheeseburguer Factory - Unidade Cabedelo;Lanchonete;Av. Oceano Atlântico, 1592 - Sl A15 - Ponta de Campina, Cabedelo - PB, 58310-000;4.1;13;ChIJ17zIKW_drAcRpW44MoCAPKM;https://www.google.com/maps/place/?q=place_id:ChIJ17zIKW_drAcRpW44MoCAPKM;hamburgueria Cabedelo PB;Centro Cabedelo;@-6.9748,-34.8373,15z;food_scope
accepted;Seu Jerônimo;Hamburgueria;R. Virginia Maria Nogueira Gadelha Pimentel - Lot. Bela Vista, Cabedelo - PB, 58310-000;5;13;ChIJWVZmZADdrAcRKTJks1JgeWU;https://www.google.com/maps/place/?q=place_id:ChIJWVZmZADdrAcRKTJks1JgeWU;hamburgueria Cabedelo PB;Centro Cabedelo;@-6.9748,-34.8373,15z;food_scope
rejected;GETMall;Hamburgueria;Av. Oceano Atlântico, 1592 - Ponta de Campina, Cabedelo - PB, 58310-000;4.3;103;ChIJX7HMo6rdrAcRCeFWODir8Rw;https://www.google.com/maps/place/?q=place_id:ChIJX7HMo6rdrAcRCeFWODir8Rw;hamburgueria Cabedelo PB;Centro Cabedelo;@-6.9748,-34.8373,15z;excluded_category_or_name
accepted;Rua São Miguel 159;Hamburgueria;R. São Miguel, 159 - Camalaú, Cabedelo - PB, 58103-212;;;ChIJXa-RKwDfrAcR770AHaiJcUc;https://www.google.com/maps/place/?q=place_id:ChIJXa-RKwDfrAcR770AHaiJcUc;hamburgueria Cabedelo PB;Centro Cabedelo;@-6.9748,-34.8373,15z;food_scope
rejected;A Ferro Y Fogo Churrasco & Burger Artesanal na Brasa;Restaurante;Av. Oceano Atlântico, 1592 - Shopping GetMall - Ponta de Campina, Cabedelo - PB, 58101-650;3.9;39;ChIJNWudC1nfrAcRZp_VOIvsXTQ;https://www.google.com/maps/place/?q=place_id:ChIJNWudC1nfrAcRZp_VOIvsXTQ;hamburgueria Cabedelo PB;Centro Cabedelo;@-6.9748,-34.8373,15z;excluded_category_or_name
accepted;Route Hot Dogs;Hamburgueria;Av. Mar das Antilhas - Intermares, Cabedelo - PB, 58102-212;5;45;ChIJu6yeCaTfrAcRfb31UenQ2FI;https://www.google.com/maps/place/?q=place_id:ChIJu6yeCaTfrAcRfb31UenQ2FI;hamburgueria Cabedelo PB;Centro Cabedelo;@-6.9748,-34.8373,15z;food_scope
duplicate_in_run;PARCEIRO Rosa Lanches;Lanchonete;R. Ten. Antônio Pontes, 139 - Ponta de Matos, Cabedelo - PB, 58100-645;4.5;120;ChIJKfbziSchrQcRUM5eTvB19FU;https://www.google.com/maps/place/?q=place_id:ChIJKfbziSchrQcRUM5eTvB19FU;lanchonete Cabedelo PB;Centro Cabedelo;@-6.9748,-34.8373,15z;duplicate_in_run
duplicate_in_run;Bar das Meninas Restaurante;Restaurante de frutos do mar;R. Des. Onaldo N Montenegro, 368 - Vila Sao Joao, Cabedelo - PB, 58109-342;4.2;3174;ChIJodwqQ2kgrQcR4ABUUI60O8Y;https://www.google.com/maps/place/?q=place_id:ChIJodwqQ2kgrQcR4ABUUI60O8Y;lanchonete Cabedelo PB;Centro Cabedelo;@-6.9748,-34.8373,15z;duplicate_in_run
duplicate_in_run;Na brasa hambúrgueria;Lanchonete;Av. Pastor José Alves de Oliveira, 511 - Centro, Cabedelo - PB, 58100-222;4.5;15;ChIJS0Cl_7khrQcRXHqZzABLeRg;https://www.google.com/maps/place/?q=place_id:ChIJS0Cl_7khrQcRXHqZzABLeRg;lanchonete Cabedelo PB;Centro Cabedelo;@-6.9748,-34.8373,15z;duplicate_in_run
accepted;Vanda da coxinha cabedelo PB;Lanchonete;Av. São Sebastião, 227 - Camalaú, Cabedelo - PB, 58103-102;4.8;4;ChIJx9kJcqffrAcR_1kyZ6ncqRQ;https://www.google.com/maps/place/?q=place_id:ChIJx9kJcqffrAcR_1kyZ6ncqRQ;lanchonete Cabedelo PB;Centro Cabedelo;@-6.9748,-34.8373,15z;food_scope
accepted;A Casa do Lanche;Lanchonete;R. Est. Paulo Maia Guimarães, 35 - Formosa, Cabedelo - PB, 58101-142;4.4;11;ChIJFSp5DKAhrQcR0kYX4CUQoS0;https://www.google.com/maps/place/?q=place_id:ChIJFSp5DKAhrQcR0kYX4CUQoS0;lanchonete Cabedelo PB;Centro Cabedelo;@-6.9748,-34.8373,15z;food_scope
accepted;Açaí da Cris;Lanchonete;Tv. Primo José Viana - Vila Sao Joao, Cabedelo - PB, 58310-000;4.7;211;ChIJcQUFI2wgrQcRG22L9whpk4I;https://www.google.com/maps/place/?q=place_id:ChIJcQUFI2wgrQcRG22L9whpk4I;lanchonete Cabedelo PB;Centro Cabedelo;@-6.9748,-34.8373,15z;food_scope
duplicate_in_run;Caldinho Prime Formosa;Restaurante;Av. Cassiano da Cunha Nóbrega, 555 - Vila Sao Joao, Cabedelo - PB, 58310-000;4.7;46;ChIJo3IrDQAhrQcRuau8CF_J1oc;https://www.google.com/maps/place/?q=place_id:ChIJo3IrDQAhrQcRuau8CF_J1oc;lanchonete Cabedelo PB;Centro Cabedelo;@-6.9748,-34.8373,15z;duplicate_in_run
accepted;Nena Doceria & Salgaderia;Lanchonete;R. Juarez Távora, 227 - Vila Sao Joao, Cabedelo - PB, 58310-000;4.2;29;ChIJF2RM-nYgrQcRFJgSI5uoeXM;https://www.google.com/maps/place/?q=place_id:ChIJF2RM-nYgrQcRFJgSI5uoeXM;lanchonete Cabedelo PB;Centro Cabedelo;@-6.9748,-34.8373,15z;food_scope
duplicate_in_run;D'gust Lanchonete;Hamburgueria;R. Benedito Soares da Silva, 76 - Vila Sao Joao, Cabedelo - PB, 58310-000;5;2;ChIJfRXKQQAhrQcRJlUtVsFl2Nw;https://www.google.com/maps/place/?q=place_id:ChIJfRXKQQAhrQcRJlUtVsFl2Nw;lanchonete Cabedelo PB;Centro Cabedelo;@-6.9748,-34.8373,15z;duplicate_in_run
accepted;Porto do açaí;Lanchonete;R. Cleto Campêlo, 623 - Camalaú, Cabedelo - PB, 58310-000;5;1;ChIJL9uhhKMhrQcRNgJ6D5n7bws;https://www.google.com/maps/place/?q=place_id:ChIJL9uhhKMhrQcRNgJ6D5n7bws;lanchonete Cabedelo PB;Centro Cabedelo;@-6.9748,-34.8373,15z;food_scope
duplicate_in_run;Ilha Dourada Restaurante;Restaurante de frutos do mar;BR -230, R. José Américo de Almeida Filho, s/n - Areia Dourada, Cabedelo - PB, 58101-212;4.2;3161;ChIJ19PDcIXfrAcRzBwfL7gvIIs;https://www.google.com/maps/place/?q=place_id:ChIJ19PDcIXfrAcRzBwfL7gvIIs;lanchonete Cabedelo PB;Centro Cabedelo;@-6.9748,-34.8373,15z;duplicate_in_run
