restaurant_id;restaurant_name;query;selected;tier;score;platform;source;title;link;flags
d03f3aca-7cdf-4227-b701-fd1a439be3c5;Piratas Burger;Piratas Burger Intermares Av. Oceano Atlântico (83) 98155-6636 Cabedelo PB Instagram;yes;yellow;98;instagram;organic;Piratas Art Burger (@piratasartburger);https://instagram.com/piratasartburger;city_not_confirmed
d03f3aca-7cdf-4227-b701-fd1a439be3c5;Piratas Burger;Piratas Burger Intermares Av. Oceano Atlântico (83) 98155-6636 Cabedelo PB Instagram;;yellow;68;instagram;organic;Big Jack Sanduicheria (@bigjack.intermares) · Cabedelo, PB;https://instagram.com/bigjack.intermares;brand_not_confirmed
d03f3aca-7cdf-4227-b701-fd1a439be3c5;Piratas Burger;Piratas Burger Intermares Av. Oceano Atlântico (83) 98155-6636 Cabedelo PB Instagram;;yellow;46;instagram;organic;Navio Pirata Hamburgueria (@naviopiratahamburgueria);https://instagram.com/naviopiratahamburgueria;brand_not_confirmed|city_not_confirmed
d03f3aca-7cdf-4227-b701-fd1a439be3c5;Piratas Burger;Piratas Burger Intermares Av. Oceano Atlântico (83) 98155-6636 Cabedelo PB Instagram;;red;35;instagram;organic;Caro e gentil marujo! Sabemos que vocês precisam de ...;https://instagram.com/reel/DUWa5uYEUbm;instagram_reel_not_profile|instagram_profile_not_canonicalizable|city_not_confirmed
d03f3aca-7cdf-4227-b701-fd1a439be3c5;Piratas Burger;Piratas Burger Intermares Av. Oceano Atlântico (83) 98155-6636 Cabedelo PB Instagram;;red;35;instagram;organic;‍☠️ Julho chegou e a nossa tripulação já tem destino certo ...;https://instagram.com/p/DaSnFjwSrUb;instagram_p_not_profile|instagram_profile_not_canonicalizable|city_not_confirmed
d03f3aca-7cdf-4227-b701-fd1a439be3c5;Piratas Burger;Piratas Burger Intermares Av. Oceano Atlântico (83) 98155-6636 Cabedelo PB Instagram;;red;35;instagram;organic;Cara de Mau - Gramado RS | 🍕 Tem pirata que divide a ...;https://instagram.com/reel/DaalxZwjW98;instagram_reel_not_profile|instagram_profile_not_canonicalizable|city_not_confirmed
d03f3aca-7cdf-4227-b701-fd1a439be3c5;Piratas Burger;Piratas Burger Intermares Av. Oceano Atlântico (83) 98155-6636 Cabedelo PB Instagram;;red;35;instagram;organic;Tudo o que você precisa hoje é um burger do Piratas 🏴‍☠️ ...;https://instagram.com/p/DNY9R-yORNs;instagram_p_not_profile|instagram_profile_not_canonicalizable|city_not_confirmed
d03f3aca-7cdf-4227-b701-fd1a439be3c5;Piratas Burger;Piratas Burger Intermares Av. Oceano Atlântico (83) 98155-6636 Cabedelo PB Instagram;;red;35;instagram;organic;Alta gastronomia é no Shopping Piratas! Cada restaurante ...;https://instagram.com/p/DNwJtn7UuOj;instagram_p_not_profile|instagram_profile_not_canonicalizable|city_not_confirmed
f598d9b8-6875-4bca-92c3-a7675f4775ac;Pizzaria tá no ponto;Pizzaria tá no ponto Vila Sao Joao R. Ten. Antônio Pontes Cabedelo PB Instagram;yes;yellow;110;instagram;organic;Pizzaria tá no ponto (@pizzariatanoponto);https://instagram.com/pizzariatanoponto;city_not_confirmed
f598d9b8-6875-4bca-92c3-a7675f4775ac;Pizzaria tá no ponto;Pizzaria tá no ponto Vila Sao Joao R. Ten. Antônio Pontes Cabedelo PB Instagram;;yellow;98;instagram;organic;Pizza em Ponto (@pizzaempontomg);https://instagram.com/pizzaempontomg;city_not_confirmed
f598d9b8-6875-4bca-92c3-a7675f4775ac;Pizzaria tá no ponto;Pizzaria tá no ponto Vila Sao Joao R. Ten. Antônio Pontes Cabedelo PB Instagram;;yellow;98;instagram;organic;PIZZA NO PONTO OFICIAL 🍕 (@pizza_nopontooficial);https://instagram.com/pizza_nopontooficial;city_not_confirmed
f598d9b8-6875-4bca-92c3-a7675f4775ac;Pizzaria tá no ponto;Pizzaria tá no ponto Vila Sao Joao R. Ten. Antônio Pontes Cabedelo PB Instagram;;green;94;anota_ai;organic;Pizzaria Ta no Ponto | Delivery em Cabedelo | Pedido online;https://pedido.anota.ai/loja/pizzaria-ta-no-ponto;brand_not_confirmed
f598d9b8-6875-4bca-92c3-a7675f4775ac;Pizzaria tá no ponto;Pizzaria tá no ponto Vila Sao Joao R. Ten. Antônio Pontes Cabedelo PB Instagram;;yellow;46;instagram;organic;Pizza Now (@pizzanowexpress);https://instagram.com/pizzanowexpress;brand_not_confirmed|city_not_confirmed
f598d9b8-6875-4bca-92c3-a7675f4775ac;Pizzaria tá no ponto;Pizzaria tá no ponto Vila Sao Joao R. Ten. Antônio Pontes Cabedelo PB Instagram;;red;5;instagram;organic;Pizzaria tá no ponto（@pizzariatanoponto）的 Reels · 2023年 ...;https://instagram.com/reel/CwJDcP5ocAP/?hl=zh-cn;instagram_reel_not_profile|brand_not_confirmed|instagram_profile_not_canonicalizable
f598d9b8-6875-4bca-92c3-a7675f4775ac;Pizzaria tá no ponto;Pizzaria tá no ponto Vila Sao Joao R. Ten. Antônio Pontes Cabedelo PB Instagram;;red;3;instagram;organic;A melhor pizza a partir de R$ 29,90! . Vem 📍Estamos na ...;https://instagram.com/p/DA4NaqvxV7G;instagram_p_not_profile|brand_not_confirmed|instagram_profile_not_canonicalizable
f598d9b8-6875-4bca-92c3-a7675f4775ac;Pizzaria tá no ponto;Pizzaria tá no ponto Vila Sao Joao R. Ten. Antônio Pontes Cabedelo PB Instagram;;red;1;instagram;organic;Pizzaria Ponto Da Pizza | Aqui vai a dica de como você ...;https://instagram.com/reel/DFoGFUqMw45;instagram_reel_not_profile|brand_not_confirmed|instagram_profile_not_canonicalizable|city_not_confirmed
e445b317-ad12-4b4f-ab07-1289037cd322;Restaurante Self Sabor;Restaurante Self Sabor Lot. Vitorino Cardoso R. Carolino Cardoso Cabedelo PB Instagram;yes;yellow;128;instagram;organic;Restaurante Self Sabor (@_selfsabor) · Cabedelo, PB;https://instagram.com/_selfsabor;
e445b317-ad12-4b4f-ab07-1289037cd322;Restaurante Self Sabor;Restaurante Self Sabor Lot. Vitorino Cardoso R. Carolino Cardoso Cabedelo PB Instagram;;yellow;122;instagram;organic;Restaurante Self Sabor (@_selfsabor) - Cabedelo;https://instagram.com/_selfsabor/reels;
e445b317-ad12-4b4f-ab07-1289037cd322;Restaurante Self Sabor;Restaurante Self Sabor Lot. Vitorino Cardoso R. Carolino Cardoso Cabedelo PB Instagram;;red;43;instagram;organic;Restaurante Self Sabor | Chegou, montou o prato e já foi ...;https://instagram.com/reel/DSnJ67vEYsR;instagram_reel_not_profile|instagram_profile_not_canonicalizable|city_not_confirmed
e445b317-ad12-4b4f-ab07-1289037cd322;Restaurante Self Sabor;Restaurante Self Sabor Lot. Vitorino Cardoso R. Carolino Cardoso Cabedelo PB Instagram;;red;38;wanderboat.ai;organic;Restaurante Self Sabor - R. Carolino Cardoso, 361;https://wanderboat.ai/restaurants/brazil/regi%C3%A3o-geogr%C3%A1fica-imediata-de-jo%C3%A3o-pessoa/restaurante-self-sabor/2sDuAR4eQrurWXK86RMoXA;
e445b317-ad12-4b4f-ab07-1289037cd322;Restaurante Self Sabor;Restaurante Self Sabor Lot. Vitorino Cardoso R. Carolino Cardoso Cabedelo PB Instagram;;red;38;econodata.com.br;organic;Self Sabor em Cabedelo, PB - 61.798.629/0001-13;https://econodata.com.br/consulta-empresa/61798629000113-self-sabor-restaurante-ltda;
e445b317-ad12-4b4f-ab07-1289037cd322;Restaurante Self Sabor;Restaurante Self Sabor Lot. Vitorino Cardoso R. Carolino Cardoso Cabedelo PB Instagram;;red;-11;instagram;organic;"Jardim Restaurante on Instagram: ""O sábado pede um almoço ...";https://instagram.com/reel/DaX_Oyesr20;instagram_reel_not_profile|brand_not_confirmed|instagram_profile_not_canonicalizable|city_not_confirmed
e445b317-ad12-4b4f-ab07-1289037cd322;Restaurante Self Sabor;Restaurante Self Sabor Lot. Vitorino Cardoso R. Carolino Cardoso Cabedelo PB Instagram;;red;-15;instagram;organic;🍽️ Restaurante Casa de Taipa – Cabedelo/PB 🌵 Se você ...;https://instagram.com/reel/DPq5eqEjSjk;instagram_reel_not_profile|brand_not_confirmed|name_not_confirmed|instagram_profile_not_canonicalizable
e445b317-ad12-4b4f-ab07-1289037cd322;Restaurante Self Sabor;Restaurante Self Sabor Lot. Vitorino Cardoso R. Carolino Cardoso Cabedelo PB Instagram;;red;-21;instagram;organic;Ponta de Campina, Cabedelo ⏰ Todos os dias das 09h às ...;https://instagram.com/p/Cb7hfQ-O4Ii;instagram_p_not_profile|brand_not_confirmed|name_not_confirmed|instagram_profile_not_canonicalizable
