restaurant_id;restaurant_name;query;selected;tier;score;platform;source;title;link;flags
b9232f4a-86ea-44a4-9a27-8471c5403d5d;Necão Restaurante;Necão Restaurante Malvinas R. Santarém (83) 98838-0726 Campina Grande PB Instagram;yes;yellow;96;instagram;organic;Necão Restaurante (@necaorestaurante);https://instagram.com/necaorestaurante;city_not_confirmed
b9232f4a-86ea-44a4-9a27-8471c5403d5d;Necão Restaurante;Necão Restaurante Malvinas R. Santarém (83) 98838-0726 Campina Grande PB Instagram;;yellow;96;instagram;organic;Entregamos em toda Campina Grande-PB Promoção não ...;https://instagram.com/p/DQE4mtkDUBh;instagram_p_not_profile
b9232f4a-86ea-44a4-9a27-8471c5403d5d;Necão Restaurante;Necão Restaurante Malvinas R. Santarém (83) 98838-0726 Campina Grande PB Instagram;;yellow;96;instagram;organic;Entregamos em toda Campina Grande-PB ⠀ 🕙 Funciona ...;https://instagram.com/p/DVV826jDh1Q;instagram_p_not_profile
b9232f4a-86ea-44a4-9a27-8471c5403d5d;Necão Restaurante;Necão Restaurante Malvinas R. Santarém (83) 98838-0726 Campina Grande PB Instagram;;yellow;88;instagram;organic;"Necão Restaurante on Instagram: ""Entregamos em toda ...";https://instagram.com/reel/DKR7xjXR0Sp;instagram_reel_not_profile
b9232f4a-86ea-44a4-9a27-8471c5403d5d;Necão Restaurante;Necão Restaurante Malvinas R. Santarém (83) 98838-0726 Campina Grande PB Instagram;;yellow;88;instagram;organic;"Necão Restaurante on Instagram: ""Descubra uma experiência ...";https://instagram.com/reel/C7HPJPSuCFb;instagram_reel_not_profile
b9232f4a-86ea-44a4-9a27-8471c5403d5d;Necão Restaurante;Necão Restaurante Malvinas R. Santarém (83) 98838-0726 Campina Grande PB Instagram;;yellow;84;instagram;organic;25/12 Aberto;https://instagram.com/p/Cd0uLz6OLnd/?hl=en-gb;instagram_p_not_profile
b9232f4a-86ea-44a4-9a27-8471c5403d5d;Necão Restaurante;Necão Restaurante Malvinas R. Santarém (83) 98838-0726 Campina Grande PB Instagram;;yellow;84;instagram;organic;"Necão Restaurante on Instagram: ""🍽️ O melhor delivery de ...";https://instagram.com/reel/DB6bPbkRQ4T;instagram_reel_not_profile|city_not_confirmed
b9232f4a-86ea-44a4-9a27-8471c5403d5d;Necão Restaurante;Necão Restaurante Malvinas R. Santarém (83) 98838-0726 Campina Grande PB Instagram;;yellow;78;instagram;organic;Reel by Necão Restaurante (@necaorestaurante);https://instagram.com/reel/Cg1fFmmlKtK;instagram_reel_not_profile|city_not_confirmed
395c5d1a-99f7-40e3-82f3-af6e22406e75;Bar da Curva - Sandro's Bar;Bar da Curva - Sandro's Bar Sandra Cavalcante R. Profa. Severina Ramos da Silva (83) 3331-8121 Campina Grande PB Instagram;yes;yellow;118;instagram;organic;O Bar da Curva (@sandrosbaroficial) · Campina Grande, PB;https://instagram.com/sandrosbaroficial;
395c5d1a-99f7-40e3-82f3-af6e22406e75;Bar da Curva - Sandro's Bar;Bar da Curva - Sandro's Bar Sandra Cavalcante R. Profa. Severina Ramos da Silva (83) 3331-8121 Campina Grande PB Instagram;;yellow;118;instagram;organic;O Bar da Curva (@sandrosbaroficial) · Campina Grande, PB;https://instagram.com/sandrosbaroficial/related_profiles/?__d=11%2F;
